"Notes","State","State Code","Year","Year Code","OE Gestational Age 10","OE Gestational Age 10 Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births,Average Birth Weight
,"Alabama","01","2020","2020","37 - 39 weeks","06","4500 - 4999 grams","10",299,4670.24
,"Alabama","01","2020","2020","37 - 39 weeks","06","5000 - 8165 grams","11",44,5282.59
,"Alabama","01","2020","2020","40 weeks","07","2000 - 2499 grams","05",60,2336.93
,"Alabama","01","2020","2020","40 weeks","07","2500 - 2999 grams","06",756,2839.52
,"Alabama","01","2020","2020","40 weeks","07","3000 - 3499 grams","07",3060,3277.30
,"Alabama","01","2020","2020","40 weeks","07","3500 - 3999 grams","08",2575,3711.24
,"Alabama","01","2020","2020","40 weeks","07","4000 - 4499 grams","09",663,4171.56
,"Alabama","01","2020","2020","40 weeks","07","4500 - 4999 grams","10",76,4625.28
,"Alabama","01","2020","2020","41 weeks","08","2500 - 2999 grams","06",65,2856.78
,"Alabama","01","2020","2020","41 weeks","08","3000 - 3499 grams","07",371,3278.27
,"Alabama","01","2020","2020","41 weeks","08","3500 - 3999 grams","08",448,3718.52
,"Alabama","01","2020","2020","41 weeks","08","4000 - 4499 grams","09",162,4193.88
,"Alabama","01","2020","2020","41 weeks","08","4500 - 4999 grams","10",24,4632.46
,"Alabama","01","2020","2020","42 weeks or more","09","3000 - 3499 grams","07",15,3300.73
,"Alabama","01","2020","2020","42 weeks or more","09","3500 - 3999 grams","08",33,3695.21
,"Alabama","01","2020","2020","42 weeks or more","09","4000 - 4499 grams","09",11,4231.64
,"Alabama","01","2021","2021","Under 20 weeks","01","Unknown or Not Stated","12",12,Not Applicable
,"Alabama","01","2021","2021","20 - 27 weeks","02","499 grams or less","01",97,410.35
,"Alabama","01","2021","2021","20 - 27 weeks","02","500 - 999 grams","02",321,735.61
,"Alabama","01","2021","2021","20 - 27 weeks","02","1000 - 1499 grams","03",67,1108.63
,"Alabama","01","2021","2021","28 - 31 weeks","03","500 - 999 grams","02",75,821.16
,"Alabama","01","2021","2021","28 - 31 weeks","03","1000 - 1499 grams","03",336,1254.46
,"Alabama","01","2021","2021","28 - 31 weeks","03","1500 - 1999 grams","04",219,1684.90
,"Alabama","01","2021","2021","28 - 31 weeks","03","2000 - 2499 grams","05",28,2178.14
,"Alabama","01","2021","2021","32 - 35 weeks","04","1000 - 1499 grams","03",101,1340.82
,"Alabama","01","2021","2021","32 - 35 weeks","04","1500 - 1999 grams","04",805,1796.54
,"Alabama","01","2021","2021","32 - 35 weeks","04","2000 - 2499 grams","05",1365,2240.18
,"Alabama","01","2021","2021","32 - 35 weeks","04","2500 - 2999 grams","06",801,2691.30
,"Alabama","01","2021","2021","32 - 35 weeks","04","3000 - 3499 grams","07",239,3179.36
,"Alabama","01","2021","2021","32 - 35 weeks","04","3500 - 3999 grams","08",47,3674.49
,"Alabama","01","2021","2021","36 weeks","05","1500 - 1999 grams","04",113,1845.47
,"Alabama","01","2021","2021","36 weeks","05","2000 - 2499 grams","05",755,2304.34
,"Alabama","01","2021","2021","36 weeks","05","2500 - 2999 grams","06",1299,2745.64
,"Alabama","01","2021","2021","36 weeks","05","3000 - 3499 grams","07",661,3190.78
,"Alabama","01","2021","2021","36 weeks","05","3500 - 3999 grams","08",156,3685.54
,"Alabama","01","2021","2021","36 weeks","05","4000 - 4499 grams","09",35,4165.26
,"Alabama","01","2021","2021","37 - 39 weeks","06","1000 - 1499 grams","03",27,1312.93
,"Alabama","01","2021","2021","37 - 39 weeks","06","1500 - 1999 grams","04",94,1842.00
,"Alabama","01","2021","2021","37 - 39 weeks","06","2000 - 2499 grams","05",1556,2337.28
,"Alabama","01","2021","2021","37 - 39 weeks","06","2500 - 2999 grams","06",9542,2803.61
,"Alabama","01","2021","2021","37 - 39 weeks","06","3000 - 3499 grams","07",18104,3246.99
,"Alabama","01","2021","2021","37 - 39 weeks","06","3500 - 3999 grams","08",10307,3699.45
,"Alabama","01","2021","2021","37 - 39 weeks","06","4000 - 4499 grams","09",2229,4177.29
,"Alabama","01","2021","2021","37 - 39 weeks","06","4500 - 4999 grams","10",259,4669.34
,"Alabama","01","2021","2021","37 - 39 weeks","06","5000 - 8165 grams","11",31,5124.42
,"Alabama","01","2021","2021","40 weeks","07","2000 - 2499 grams","05",36,2379.78
,"Alabama","01","2021","2021","40 weeks","07","2500 - 2999 grams","06",758,2843.67
,"Alabama","01","2021","2021","40 weeks","07","3000 - 3499 grams","07",2977,3275.87
,"Alabama","01","2021","2021","40 weeks","07","3500 - 3999 grams","08",2545,3711.42
,"Alabama","01","2021","2021","40 weeks","07","4000 - 4499 grams","09",629,4172.66
,"Alabama","01","2021","2021","40 weeks","07","4500 - 4999 grams","10",80,4667.64
,"Alabama","01","2021","2021","41 weeks","08","2500 - 2999 grams","06",60,2844.58
,"Alabama","01","2021","2021","41 weeks","08","3000 - 3499 grams","07",404,3286.00
,"Alabama","01","2021","2021","41 weeks","08","3500 - 3999 grams","08",491,3723.81
,"Alabama","01","2021","2021","41 weeks","08","4000 - 4499 grams","09",172,4205.75
,"Alabama","01","2021","2021","41 weeks","08","4500 - 4999 grams","10",25,4695.96
,"Alabama","01","2021","2021","42 weeks or more","09","3000 - 3499 grams","07",23,3265.43
,"Alabama","01","2021","2021","42 weeks or more","09","3500 - 3999 grams","08",18,3746.72
,"Alabama","01","2021","2021","42 weeks or more","09","4000 - 4499 grams","09",15,4192.73
,"Alabama","01","2021","2021","Unknown or Not Stated","10","2500 - 2999 grams","06",10,2734.20
,"Alabama","01","2022","2022","20 - 27 weeks","02","499 grams or less","01",69,409.12
,"Alabama","01","2022","2022","20 - 27 weeks","02","500 - 999 grams","02",264,727.56
,"Alabama","01","2022","2022","20 - 27 weeks","02","1000 - 1499 grams","03",64,1121.23
,"Alabama","01","2022","2022","28 - 31 weeks","03","500 - 999 grams","02",73,848.18
,"Alabama","01","2022","2022","28 - 31 weeks","03","1000 - 1499 grams","03",316,1263.90
,"Alabama","01","2022","2022","28 - 31 weeks","03","1500 - 1999 grams","04",199,1677.42
,"Alabama","01","2022","2022","28 - 31 weeks","03","2000 - 2499 grams","05",26,2168.73
,"Alabama","01","2022","2022","32 - 35 weeks","04","1000 - 1499 grams","03",116,1350.77
,"Alabama","01","2022","2022","32 - 35 weeks","04","1500 - 1999 grams","04",784,1784.70
,"Alabama","01","2022","2022","32 - 35 weeks","04","2000 - 2499 grams","05",1434,2248.05
,"Alabama","01","2022","2022","32 - 35 weeks","04","2500 - 2999 grams","06",771,2705.15
,"Alabama","01","2022","2022","32 - 35 weeks","04","3000 - 3499 grams","07",204,3178.73
,"Alabama","01","2022","2022","32 - 35 weeks","04","3500 - 3999 grams","08",46,3708.98
,"Alabama","01","2022","2022","36 weeks","05","1500 - 1999 grams","04",106,1858.98
,"Alabama","01","2022","2022","36 weeks","05","2000 - 2499 grams","05",724,2303.41
,"Alabama","01","2022","2022","36 weeks","05","2500 - 2999 grams","06",1366,2743.63
,"Alabama","01","2022","2022","36 weeks","05","3000 - 3499 grams","07",658,3194.08
,"Alabama","01","2022","2022","36 weeks","05","3500 - 3999 grams","08",156,3666.56
,"Alabama","01","2022","2022","36 weeks","05","4000 - 4499 grams","09",23,4115.35
,"Alabama","01","2022","2022","36 weeks","05","4500 - 4999 grams","10",10,4693.00
,"Alabama","01","2022","2022","37 - 39 weeks","06","1000 - 1499 grams","03",27,1256.22
,"Alabama","01","2022","2022","37 - 39 weeks","06","1500 - 1999 grams","04",97,1852.94
,"Alabama","01","2022","2022","37 - 39 weeks","06","2000 - 2499 grams","05",1668,2336.67
,"Alabama","01","2022","2022","37 - 39 weeks","06","2500 - 2999 grams","06",9701,2800.91
,"Alabama","01","2022","2022","37 - 39 weeks","06","3000 - 3499 grams","07",18198,3245.45
,"Alabama","01","2022","2022","37 - 39 weeks","06","3500 - 3999 grams","08",10120,3699.60
,"Alabama","01","2022","2022","37 - 39 weeks","06","4000 - 4499 grams","09",2054,4167.23
,"Alabama","01","2022","2022","37 - 39 weeks","06","4500 - 4999 grams","10",288,4665.20
,"Alabama","01","2022","2022","37 - 39 weeks","06","5000 - 8165 grams","11",30,5223.03
,"Alabama","01","2022","2022","40 weeks","07","2000 - 2499 grams","05",50,2319.46
,"Alabama","01","2022","2022","40 weeks","07","2500 - 2999 grams","06",729,2847.19
,"Alabama","01","2022","2022","40 weeks","07","3000 - 3499 grams","07",3025,3272.16
,"Alabama","01","2022","2022","40 weeks","07","3500 - 3999 grams","08",2617,3713.85
,"Alabama","01","2022","2022","40 weeks","07","4000 - 4499 grams","09",728,4169.85
,"Alabama","01","2022","2022","40 weeks","07","4500 - 4999 grams","10",68,4633.22
,"Alabama","01","2022","2022","41 weeks","08","2500 - 2999 grams","06",70,2844.13
,"Alabama","01","2022","2022","41 weeks","08","3000 - 3499 grams","07",416,3290.53
,"Alabama","01","2022","2022","41 weeks","08","3500 - 3999 grams","08",458,3726.00
,"Alabama","01","2022","2022","41 weeks","08","4000 - 4499 grams","09",180,4167.09
,"Alabama","01","2022","2022","41 weeks","08","4500 - 4999 grams","10",32,4685.47
,"Alabama","01","2022","2022","42 weeks or more","09","3000 - 3499 grams","07",21,3290.76
,"Alabama","01","2022","2022","42 weeks or more","09","3500 - 3999 grams","08",31,3749.39
,"Alabama","01","2022","2022","42 weeks or more","09","4000 - 4499 grams","09",22,4206.14
,"Alabama","01","2022","2022","Unknown or Not Stated","10","2500 - 2999 grams","06",11,2921.91
,"Alabama","01","2023","2023","Under 20 weeks","01","Unknown or Not Stated","12",11,Not Applicable
,"Alabama","01","2023","2023","20 - 27 weeks","02","499 grams or less","01",96,404.94
,"Alabama","01","2023","2023","20 - 27 weeks","02","500 - 999 grams","02",324,715.56
,"Alabama","01","2023","2023","20 - 27 weeks","02","1000 - 1499 grams","03",63,1133.00
,"Alabama","01","2023","2023","20 - 27 weeks","02","Unknown or Not Stated","12",13,Not Applicable
,"Alabama","01","2023","2023","28 - 31 weeks","03","500 - 999 grams","02",82,857.82
,"Alabama","01","2023","2023","28 - 31 weeks","03","1000 - 1499 grams","03",369,1272.40
,"Alabama","01","2023","2023","28 - 31 weeks","03","1500 - 1999 grams","04",173,1678.57
,"Alabama","01","2023","2023","28 - 31 weeks","03","2000 - 2499 grams","05",28,2215.39
,"Alabama","01","2023","2023","32 - 35 weeks","04","1000 - 1499 grams","03",114,1340.57
,"Alabama","01","2023","2023","32 - 35 weeks","04","1500 - 1999 grams","04",755,1803.89
,"Alabama","01","2023","2023","32 - 35 weeks","04","2000 - 2499 grams","05",1306,2251.96
,"Alabama","01","2023","2023","32 - 35 weeks","04","2500 - 2999 grams","06",759,2703.12
,"Alabama","01","2023","2023","32 - 35 weeks","04","3000 - 3499 grams","07",196,3170.67
,"Alabama","01","2023","2023","32 - 35 weeks","04","3500 - 3999 grams","08",46,3668.80
,"Alabama","01","2023","2023","36 weeks","05","1500 - 1999 grams","04",100,1833.43
,"Alabama","01","2023","2023","36 weeks","05","2000 - 2499 grams","05",739,2307.31
,"Alabama","01","2023","2023","36 weeks","05","2500 - 2999 grams","06",1369,2740.90
,"Alabama","01","2023","2023","36 weeks","05","3000 - 3499 grams","07",679,3196.98
,"Alabama","01","2023","2023","36 weeks","05","3500 - 3999 grams","08",140,3699.46
,"Alabama","01","2023","2023","36 weeks","05","4000 - 4499 grams","09",42,4214.31
,"Alabama","01","2023","2023","36 weeks","05","4500 - 4999 grams","10",10,4704.70
,"Alabama","01","2023","2023","37 - 39 weeks","06","1000 - 1499 grams","03",22,1278.18
,"Alabama","01","2023","2023","37 - 39 weeks","06","1500 - 1999 grams","04",108,1802.69
,"Alabama","01","2023","2023","37 - 39 weeks","06","2000 - 2499 grams","05",1663,2333.44
,"Alabama","01","2023","2023","37 - 39 weeks","06","2500 - 2999 grams","06",9646,2803.70
,"Alabama","01","2023","2023","37 - 39 weeks","06","3000 - 3499 grams","07",18245,3246.50
,"Alabama","01","2023","2023","37 - 39 weeks","06","3500 - 3999 grams","08",10013,3699.19
,"Alabama","01","2023","2023","37 - 39 weeks","06","4000 - 4499 grams","09",2165,4163.79
,"Alabama","01","2023","2023","37 - 39 weeks","06","4500 - 4999 grams","10",256,4645.72
,"Alabama","01","2023","2023","37 - 39 weeks","06","5000 - 8165 grams","11",28,5268.36
,"Alabama","01","2023","2023","40 weeks","07","1500 - 1999 grams","04",10,1787.30
,"Alabama","01","2023","2023","40 weeks","07","2000 - 2499 grams","05",43,2371.26
,"Alabama","01","2023","2023","40 weeks","07","2500 - 2999 grams","06",681,2838.90
,"Alabama","01","2023","2023","40 weeks","07","3000 - 3499 grams","07",2880,3277.37
,"Alabama","01","2023","2023","40 weeks","07","3500 - 3999 grams","08",2590,3708.77
,"Alabama","01","2023","2023","40 weeks","07","4000 - 4499 grams","09",654,4175.56
,"Alabama","01","2023","2023","40 weeks","07","4500 - 4999 grams","10",96,4646.09
,"Alabama","01","2023","2023","41 weeks","08","2500 - 2999 grams","06",59,2872.56
,"Alabama","01","2023","2023","41 weeks","08","3000 - 3499 grams","07",389,3285.25
,"Alabama","01","2023","2023","41 weeks","08","3500 - 3999 grams","08",516,3726.53
,"Alabama","01","2023","2023","41 weeks","08","4000 - 4499 grams","09",188,4197.71
,"Alabama","01","2023","2023","41 weeks","08","4500 - 4999 grams","10",24,4628.50
,"Alabama","01","2023","2023","42 weeks or more","09","3000 - 3499 grams","07",18,3274.17
,"Alabama","01","2023","2023","42 weeks or more","09","3500 - 3999 grams","08",30,3771.47
,"Alabama","01","2023","2023","42 weeks or more","09","4000 - 4499 grams","09",13,4144.38
,"Alabama","01","2023","2023","Unknown or Not Stated","10","3000 - 3499 grams","07",11,3187.73
,"Alaska","02","2014","2014","20 - 27 weeks","02","500 - 999 grams","02",41,747.00
,"Alaska","02","2014","2014","28 - 31 weeks","03","1000 - 1499 grams","03",29,1294.21
,"Alaska","02","2014","2014","28 - 31 weeks","03","1500 - 1999 grams","04",28,1710.04
,"Alaska","02","2014","2014","32 - 35 weeks","04","1000 - 1499 grams","03",14,1331.14
,"Alaska","02","2014","2014","32 - 35 weeks","04","1500 - 1999 grams","04",82,1807.68
,"Alaska","02","2014","2014","32 - 35 weeks","04","2000 - 2499 grams","05",170,2250.74
,"Alaska","02","2014","2014","32 - 35 weeks","04","2500 - 2999 grams","06",130,2705.69
,"Alaska","02","2014","2014","32 - 35 weeks","04","3000 - 3499 grams","07",43,3163.02
,"Alaska","02","2014","2014","36 weeks","05","1500 - 1999 grams","04",10,1830.60
,"Alaska","02","2014","2014","36 weeks","05","2000 - 2499 grams","05",75,2337.57
,"Alaska","02","2014","2014","36 weeks","05","2500 - 2999 grams","06",170,2751.92
,"Alaska","02","2014","2014","36 weeks","05","3000 - 3499 grams","07",108,3198.91
,"Alaska","02","2014","2014","36 weeks","05","3500 - 3999 grams","08",20,3651.95
,"Alaska","02","2014","2014","37 - 39 weeks","06","1500 - 1999 grams","04",15,1861.73
,"Alaska","02","2014","2014","37 - 39 weeks","06","2000 - 2499 grams","05",170,2344.75
,"Alaska","02","2014","2014","37 - 39 weeks","06","2500 - 2999 grams","06",1056,2808.42
,"Alaska","02","2014","2014","37 - 39 weeks","06","3000 - 3499 grams","07",2660,3259.84
,"Alaska","02","2014","2014","37 - 39 weeks","06","3500 - 3999 grams","08",1862,3712.19
,"Alaska","02","2014","2014","37 - 39 weeks","06","4000 - 4499 grams","09",512,4175.82
,"Alaska","02","2014","2014","37 - 39 weeks","06","4500 - 4999 grams","10",76,4679.45
,"Alaska","02","2014","2014","37 - 39 weeks","06","5000 - 8165 grams","11",10,5240.00
,"Alaska","02","2014","2014","40 weeks","07","2000 - 2499 grams","05",13,2358.62
,"Alaska","02","2014","2014","40 weeks","07","2500 - 2999 grams","06",157,2851.39
,"Alaska","02","2014","2014","40 weeks","07","3000 - 3499 grams","07",926,3291.88
,"Alaska","02","2014","2014","40 weeks","07","3500 - 3999 grams","08",1176,3730.60
,"Alaska","02","2014","2014","40 weeks","07","4000 - 4499 grams","09",447,4193.13
,"Alaska","02","2014","2014","40 weeks","07","4500 - 4999 grams","10",87,4649.25
,"Alaska","02","2014","2014","41 weeks","08","2500 - 2999 grams","06",37,2858.92
,"Alaska","02","2014","2014","41 weeks","08","3000 - 3499 grams","07",291,3298.33
,"Alaska","02","2014","2014","41 weeks","08","3500 - 3999 grams","08",475,3745.35
,"Alaska","02","2014","2014","41 weeks","08","4000 - 4499 grams","09",260,4180.61
,"Alaska","02","2014","2014","41 weeks","08","4500 - 4999 grams","10",50,4680.16
,"Alaska","02","2014","2014","42 weeks or more","09","3000 - 3499 grams","07",14,3298.93
,"Alaska","02","2014","2014","42 weeks or more","09","3500 - 3999 grams","08",44,3766.91
,"Alaska","02","2014","2014","42 weeks or more","09","4000 - 4499 grams","09",32,4202.19
,"Alaska","02","2015","2015","20 - 27 weeks","02","500 - 999 grams","02",39,740.62
,"Alaska","02","2015","2015","20 - 27 weeks","02","1000 - 1499 grams","03",10,1148.00
,"Alaska","02","2015","2015","28 - 31 weeks","03","1000 - 1499 grams","03",30,1277.97
,"Alaska","02","2015","2015","28 - 31 weeks","03","1500 - 1999 grams","04",30,1661.57
,"Alaska","02","2015","2015","32 - 35 weeks","04","1500 - 1999 grams","04",73,1785.08
,"Alaska","02","2015","2015","32 - 35 weeks","04","2000 - 2499 grams","05",176,2244.11
,"Alaska","02","2015","2015","32 - 35 weeks","04","2500 - 2999 grams","06",123,2706.63
,"Alaska","02","2015","2015","32 - 35 weeks","04","3000 - 3499 grams","07",42,3197.10
,"Alaska","02","2015","2015","32 - 35 weeks","04","3500 - 3999 grams","08",10,3654.40
,"Alaska","02","2015","2015","36 weeks","05","1500 - 1999 grams","04",13,1867.69
,"Alaska","02","2015","2015","36 weeks","05","2000 - 2499 grams","05",88,2300.77
,"Alaska","02","2015","2015","36 weeks","05","2500 - 2999 grams","06",181,2747.36
,"Alaska","02","2015","2015","36 weeks","05","3000 - 3499 grams","07",113,3208.93
,"Alaska","02","2015","2015","36 weeks","05","3500 - 3999 grams","08",31,3699.06
,"Alaska","02","2015","2015","37 - 39 weeks","06","2000 - 2499 grams","05",158,2341.29
,"Alaska","02","2015","2015","37 - 39 weeks","06","2500 - 2999 grams","06",1051,2804.09
,"Alaska","02","2015","2015","37 - 39 weeks","06","3000 - 3499 grams","07",2652,3257.06
,"Alaska","02","2015","2015","37 - 39 weeks","06","3500 - 3999 grams","08",1902,3710.40
,"Alaska","02","2015","2015","37 - 39 weeks","06","4000 - 4499 grams","09",496,4170.92
,"Alaska","02","2015","2015","37 - 39 weeks","06","4500 - 4999 grams","10",77,4662.32
,"Alaska","02","2015","2015","40 weeks","07","2500 - 2999 grams","06",151,2848.37
,"Alaska","02","2015","2015","40 weeks","07","3000 - 3499 grams","07",933,3290.65
,"Alaska","02","2015","2015","40 weeks","07","3500 - 3999 grams","08",1131,3724.78
,"Alaska","02","2015","2015","40 weeks","07","4000 - 4499 grams","09",456,4190.67
,"Alaska","02","2015","2015","40 weeks","07","4500 - 4999 grams","10",92,4673.27
,"Alaska","02","2015","2015","41 weeks","08","2500 - 2999 grams","06",40,2862.30
,"Alaska","02","2015","2015","41 weeks","08","3000 - 3499 grams","07",282,3304.39
,"Alaska","02","2015","2015","41 weeks","08","3500 - 3999 grams","08",432,3750.94
,"Alaska","02","2015","2015","41 weeks","08","4000 - 4499 grams","09",223,4220.75
,"Alaska","02","2015","2015","41 weeks","08","4500 - 4999 grams","10",47,4677.32
,"Alaska","02","2015","2015","42 weeks or more","09","3000 - 3499 grams","07",30,3316.37
,"Alaska","02","2015","2015","42 weeks or more","09","3500 - 3999 grams","08",45,3737.02
